time,amplitude
5454.28173828,1.13725495
5454.28173828,2.74509811
5454.28173828,3.19607854
5454.29394531,1.90196073
5454.29394531,0.37254903
5454.29394531,0.05882353
5454.29394531,0.25490198
5454.30664063,1.54901958
5454.30664063,2.94117641
5454.30664063,3.01960778
5454.30664063,1.21568632
5454.31445313,0.19607843
5454.31445313,0.03921569
5454.31445313,0.62745100
5454.32617188,2.17647052
5454.32617188,3.11764717
5454.32617188,2.47058821
5454.32617188,0.68627453
5454.33886719,0.13725491
5454.33886719,0.07843138
5454.33886719,1.13725495
5454.33886719,2.68627453
5454.35156250,3.15686274
5454.35156250,1.90196073
5454.35156250,0.35294119
5454.35156250,0.05882353
5454.35937500,0.23529412
5454.35937500,1.49019611
5454.35937500,2.88235283
5454.37207031,3.00000000
5454.37207031,1.19607842
5454.37207031,0.17647059
5454.37207031,0.00000000
5454.38427734,0.52941179
5454.38427734,2.11764717
5454.38427734,3.09803915
5454.38427734,2.47058821
5454.39599609,0.64705884
5454.39599609,0.09803922
5454.39599609,0.03921569
5454.39599609,1.07843137
5454.40429688,2.66666675
5454.40429688,3.15686274
5454.40429688,1.92156863
5454.41650391,0.33333334
5454.41650391,0.03921569
5454.41650391,0.23529412
5454.41650391,1.49019611
5454.42919922,2.88235283
5454.42919922,3.01960778
5454.42919922,1.23529410
5454.42919922,0.15686275
5454.43750000,0.01960784
5454.43750000,0.54901963
5454.44970703,3.09803915
5454.44970703,2.50980401
5454.44970703,0.68627453
5454.44970703,0.07843138
5454.46142578,0.01960784
5454.46142578,1.05882359
5454.46142578,2.64705873
5454.46142578,3.17647052
5454.47412109,1.98039210
5454.47412109,0.35294119
5454.47412109,0.01960784
5454.47412109,0.21568628
5454.48193359,1.47058821
5454.48193359,2.88235283
5454.48193359,3.07843137
5454.49462891,1.29411769
5454.49462891,0.15686275
5454.49462891,0.00000000
5454.49462891,0.47058824
5454.50683594,2.09803915
5454.50683594,3.13725495
5454.50683594,2.54901958
5454.50683594,0.68627453
5454.51953125,0.05882353
5454.51953125,0.00000000
5454.51953125,1.00000000
5454.51953125,2.66666675
5454.52783203,3.21568632
5454.52783203,2.00000000
5454.52783203,0.33333334
5454.53955078,0.00000000
5454.53955078,0.15686275
5454.53955078,1.45098042
5454.53955078,2.94117641
5454.55175781,3.13725495
5454.55175781,1.33333337
5454.55175781,0.13725491
5454.55175781,0.00000000
5454.56005859,0.50980395
5454.56005859,2.09803915
5454.57275391,2.68627453
5454.57275391,0.72549021
5454.57275391,0.01960784
5454.57275391,0.00000000
5454.58496094,1.01960790
5454.58496094,2.74509811
5454.58496094,3.33333325
5454.58496094,2.09803915
5454.59716797,0.33333334
5454.59716797,0.00000000
5454.59716797,0.11764706
5454.59716797,1.45098042
5454.60546875,3.01960778
5454.60546875,3.25490189
5454.61718750,0.15686275
5454.61718750,0.00000000
5454.61718750,0.47058824
5454.61718750,2.13725495
5454.62988281,3.29411769
5454.62988281,2.74509811
5454.62988281,0.80392158
5454.62988281,0.11764706
5454.64257813,0.01960784
5454.64257813,1.07843137
5454.64257813,2.74509811
5454.64257813,3.33333325
5454.65039063,2.17647052
5454.65039063,0.43137255
5454.65039063,0.05882353
5454.66259766,0.19607843
5454.66259766,1.52941179
5454.66259766,3.01960778
5454.66259766,3.25490189
