Время (с),A0 (В),A1 (В)
59.55710768699646,2.608,
59.56869459152222,2.471,
59.57729148864746,2.529,
59.58944296836853,2.412,
59.59747338294983,2.510,
59.61007380485535,2.451,
59.61809420585632,2.451,
59.62665104866028,2.314,
59.638373613357544,2.333,
59.647321939468384,2.137,
59.659382820129395,2.196,
59.66751480102539,2.235,
59.67919731140137,2.431,
59.688374280929565,2.333,
59.69591164588928,2.353,
59.70762610435486,2.353,
59.716437578201294,2.569,
59.72860598564148,2.549,
59.737149238586426,2.608,
59.74972605705261,2.608,
59.75737547874451,2.627,
59.769394636154175,2.627,
59.778005599975586,2.588,
59.79077768325806,2.451,
59.798017740249634,2.451,
59.810450077056885,2.529,
59.818767070770264,2.569,
59.82745122909546,2.451,
59.83951234817505,2.431,
59.84753966331482,2.471,
59.85960125923157,2.588,
59.86790990829468,2.627,
59.88013696670532,2.647,
59.8891544342041,2.431,
59.90121579170227,2.333,
59.90922999382019,2.333,
59.92228960990906,2.255,
59.92981576919556,2.294,
59.94237208366394,2.333,
59.950437784194946,2.412,
59.95746469497681,2.392,
59.970659494400024,2.431,
59.97925591468811,2.412,
59.99109482765198,2.471,
59.9997353553772,2.510,
60.01125884056091,2.490,
60.01935935020447,2.431,
60.03214716911316,2.451,
60.040732622146606,2.451,
60.04827284812927,2.490,
60.06106185913086,2.490,
60.07311797142029,2.569,
60.08096933364868,2.569,
60.08902025222778,2.412,
60.101229667663574,2.353,
60.110297203063965,2.353,
60.12190341949463,2.314,
60.12996983528137,2.451,
60.143049001693726,2.529,
60.15107703208923,2.569,
60.162160873413086,2.549,
60.17175626754761,2.647,
60.17932438850403,2.667,
60.19139099121094,2.804,
60.19976282119751,2.765,
60.21232867240906,2.647,
60.22086524963379,2.510,
60.23227262496948,2.588,
60.24080276489258,2.608,
60.25292611122131,2.667,
60.26148867607117,2.647,
60.27356553077698,2.490,
60.28160858154297,2.549,
60.294169187545776,2.471,
60.302770376205444,2.529,
60.31080174446106,2.412,
60.322712421417236,2.392,
60.3307569026947,2.275,
60.34329891204834,2.314,
60.351850748062134,2.255,
60.36392784118652,2.392,
60.371585845947266,2.294,
60.38011908531189,2.431,
60.392629861831665,2.431,
60.401155948638916,2.510,
60.41327476501465,2.314,
60.42132544517517,2.333,
60.43336772918701,2.255,
60.44141340255737,2.510,
60.45398545265198,2.392,
60.462013721466064,2.608,
60.474782943725586,2.373,
60.482930421829224,2.569,
60.49501371383667,2.333,
60.50355529785156,2.510,
60.511677503585815,2.255,
60.52380919456482,2.431,
60.53086185455322,2.157,
60.54452300071716,2.373,
60.552064418792725,2.235,
60.56415891647339,2.451,
60.573163986206055,2.353,
60.58472514152527,2.510,
60.592777252197266,2.353,
60.60134410858154,2.608,
60.61366295814514,2.490,
60.62237596511841,2.686,
60.63443613052368,2.373,
60.642486333847046,2.529,
60.65516471862793,2.294,
60.66270208358765,2.471,
60.67535424232483,2.314,
60.6834135055542,2.490,
60.691994190216064,2.294,
60.70402812957764,2.608,
60.71159625053406,2.608,
60.72367286682129,2.843,
60.7317328453064,2.765,
60.744794845581055,2.961,
60.75334405899048,2.627,
60.76566934585571,2.725,
60.773688554763794,2.392,
60.78541398048401,2.569,
60.79356098175049,2.333,
60.806623697280884,2.569,
60.81476902961731,2.314,
60.82244348526001,2.608,
60.83450651168823,2.412,
60.84352254867554,2.549,
60.85577964782715,2.412,
60.86330533027649,2.863,
60.8760461807251,2.882,
60.884103775024414,3.235,
60.89262843132019,2.843,
60.90426278114319,2.863,
60.91280126571655,2.412,
60.92487025260925,2.529,
60.93340086936951,2.255,
60.944971799850464,2.412,
60.95401048660278,2.059,
60.966169595718384,2.157,
60.973724365234375,1.980,
60.98613667488098,2.157,
60.99519610404968,1.961,
61.00682592391968,2.275,
61.0154025554657,2.216,
61.02356457710266,2.235,
61.035627603530884,2.020,
61.043643951416016,2.255,
61.056222677230835,2.176,
61.064281940460205,2.353,
61.0768346786499,2.235,
61.08491778373718,2.471,
61.096489667892456,2.235,
61.105056047439575,2.451,
61.112592935562134,2.451,
61.12573051452637,2.647,
61.133734703063965,2.490,
61.14633917808533,2.569,
61.154906272888184,2.373,
61.166444540023804,2.627,
61.17448377609253,2.490,
61.187666177749634,2.569,
61.19575333595276,2.471,
61.20331525802612,2.588,
61.21569299697876,2.294,
61.22378945350647,2.373,
61.236377000808716,2.176,
61.24492788314819,2.392,
61.25647187232971,2.275,
61.265050172805786,2.353,
61.27709174156189,2.275,
61.28523349761963,2.314,
61.298314571380615,2.392,
61.30638074874878,2.451,
61.31842517852783,2.510,
61.32695770263672,2.549,
61.3350043296814,2.490,
61.34657955169678,2.510,
61.354952812194824,2.529,
61.36676621437073,2.510,
61.3755578994751,2.510,
61.388126373291016,2.471,
61.39618277549744,2.471,
61.40433692932129,2.529,
61.415889501571655,2.490,
61.42442750930786,2.392,
61.43754172325134,2.490,
61.44555997848511,2.392,
61.457629919052124,2.431,
61.46565246582031,2.392,
61.47803997993469,2.490,
61.48657274246216,2.490,
61.49820685386658,2.490,
61.50650072097778,2.451,
61.518797874450684,2.667,
61.5274703502655,2.647,
61.53506016731262,2.745,
61.548139572143555,2.706,
61.5561957359314,2.725,
61.56821870803833,2.569,
61.57683777809143,2.588,
61.58841252326965,2.529,
61.597044944763184,2.627,
61.60892963409424,2.549,
61.61744046211243,2.529,
61.62914991378784,2.490,
61.63822364807129,2.608,
61.65026617050171,2.510,
61.65831637382507,2.549,
61.66636061668396,2.431,
61.67844080924988,2.510,
61.686988830566406,2.412,
61.69813251495361,2.431,
61.70754313468933,2.451,
61.7201874256134,2.451,
61.72740149497986,2.275,
61.74031066894531,2.412,
61.74885082244873,2.294,
61.75697302818298,2.216,
61.76855993270874,1.941,
61.77660012245178,1.922,
61.78919219970703,1.882,
61.79776740074158,2.039,
61.81035089492798,2.157,
61.81805968284607,2.314,
61.83061218261719,2.373,
61.83815670013428,2.490,
61.85125255584717,2.490,
61.8590624332428,2.588,
61.87114906311035,2.569,
61.87920641899109,2.686,
61.88773226737976,2.627,
61.89950227737427,2.667,
61.90855836868286,2.706,
61.920254945755005,2.765,
61.927786350250244,2.608,
61.94093465805054,2.569,
61.94952869415283,2.588,
61.961607217788696,2.804,
61.96916723251343,2.961,
61.98121500015259,3.098,
61.99020195007324,3.216,
62.0024528503418,3.000,
62.01000642776489,2.941,
62.019174575805664,2.804,
62.03089499473572,2.745,
62.03942370414734,2.706,
62.051305294036865,2.588,
62.05885338783264,2.392,
62.07200288772583,2.314,
62.08000564575195,2.118,
62.088059186935425,2.098,
62.10118818283081,2.137,
62.109212160110474,2.176,
62.12129092216492,2.137,
62.12956786155701,2.294,
62.14187169075012,2.431,
62.14995050430298,2.451,
62.16258788108826,2.451,
62.1701385974884,2.392,
62.178823471069336,2.294,
62.19094967842102,2.255,
62.19948124885559,2.255,
62.211538791656494,2.373,
62.22003936767578,2.275,
62.23158359527588,2.353,
62.239614725112915,2.353,
62.25240421295166,2.451,
62.26009511947632,2.510,
62.26909613609314,2.647,
62.28070092201233,2.647,
62.28869318962097,2.667,
62.30095934867859,2.686,
62.30998373031616,2.667,
62.32104706764221,2.510,
62.32962775230408,2.392,
62.342140674591064,2.471,
62.35078310966492,2.353,
