Время (с),A0 (В),A1 (В)
30.521244287490845,2.725,
30.529776573181152,2.804,
30.541800022125244,2.569,
30.55041265487671,2.392,
30.562415838241577,1.686,
30.570477962493896,1.569,
30.583499431610107,1.529,
30.59174609184265,1.686,
30.603743314743042,2.059,
30.612226724624634,2.863,
30.619738340377808,2.980,
30.63244867324829,2.608,
30.640164136886597,2.255,
30.652902126312256,2.176,
30.660953760147095,1.941,
30.67306923866272,2.275,
30.681586742401123,2.686,
30.693681001663208,3.353,
30.70119023323059,2.941,
30.713836669921875,3.294,
30.72257161140442,2.686,
30.73436403274536,2.569,
30.742807149887085,2.176,
30.75134253501892,2.314,
30.763943195343018,1.980,
30.771453619003296,3.020,
30.78396964073181,3.569,
30.791165351867676,3.706,
30.80477547645569,3.235,
30.812439680099487,2.941,
30.82517671585083,2.176,
30.832823991775513,1.882,
30.84084963798523,1.686,
30.85338544845581,2.078,
30.8621346950531,2.137,
30.873669147491455,2.549,
30.882694482803345,2.137,
30.894712209701538,2.373,
30.902727603912354,1.922,
30.914759874343872,2.647,
30.923528909683228,1.941,
30.931103944778442,1.824,
30.943425178527832,2.176,
30.950935125350952,2.804,
30.964473009109497,2.490,
30.97198247909546,2.902,
30.98464322090149,2.804,
30.992660760879517,3.020,
31.001188039779663,2.941,
31.013017892837524,3.137,
31.0211501121521,2.706,
31.034310579299927,2.471,
31.042155981063843,1.765,
31.054282665252686,2.078,
31.06194043159485,1.765,
31.074344873428345,2.176,
31.083359003067017,1.863,
31.094789505004883,2.588,
31.103786945343018,2.471,
31.116029500961304,3.000,
31.12404727935791,2.039,
31.132224798202515,2.471,
31.14471435546875,2.392,
31.151942253112793,2.824,
31.164946794509888,2.255,
31.172725915908813,2.078,
31.185505151748657,1.569,
31.19352912902832,2.745,
31.205554485321045,2.863,
31.21427083015442,3.412,
31.225823402404785,2.529,
31.234856843948364,2.843,
31.246391773223877,2.255,
31.254985094070435,2.333,
31.26271963119507,1.784,
31.27541208267212,2.627,
31.283504962921143,1.922,
31.296268463134766,2.294,
31.303781747817993,1.784,
31.31631565093994,2.431,
31.324822664260864,1.980,
31.337236881256104,2.412,
31.345247268676758,2.039,
31.356895923614502,2.863,
31.365145444869995,2.333,
31.377774238586426,2.569,
31.385791301727295,1.667,
31.394306659698486,2.471,
31.406360387802124,2.745,
31.414937496185303,3.392,
31.427472352981567,2.451,
31.43551468849182,2.745,
31.447782039642334,2.275,
31.455323696136475,3.196,
31.46835446357727,3.157,
31.47637414932251,3.078,
31.483885288238525,2.020,
31.496564149856567,2.961,
31.504596948623657,2.216,
31.516697883605957,2.588,
31.525161266326904,2.373,
31.537951946258545,3.020,
31.5457706451416,2.647,
31.558499574661255,2.725,
31.56609296798706,1.843,
31.57820773124695,2.608,
31.586723566055298,2.725,
31.59879469871521,2.686,
31.60676884651184,1.980,
31.615751266479492,2.098,
31.6273672580719,1.961,
31.63538956642151,2.529,
31.647728443145752,2.510,
31.656792640686035,3.196,
31.668821573257446,3.000,
31.676223278045654,3.000,
31.68524718284607,2.529,
31.697267770767212,2.882,
31.705291509628296,2.078,
31.717839002609253,1.980,
31.726354837417603,2.137,
31.73837423324585,2.373,
31.746906280517578,1.980,
31.758909225463867,2.255,
31.766927242279053,2.745,
31.7793231010437,3.078,
31.78735065460205,3.569,
31.79988169670105,2.941,
31.80839204788208,2.922,
31.816591024398804,2.922,
31.828176975250244,2.353,
31.83715009689331,2.373,
31.84944200515747,2.843,
31.85686993598938,2.784,
31.868592739105225,2.333,
31.877532958984375,2.412,
31.889232873916626,2.275,
31.89777445793152,2.137,
31.90647602081299,2.196,
31.919071435928345,2.118,
31.92636489868164,2.431,
31.939422130584717,2.118,
31.947456121444702,2.294,
31.95969247817993,2.353,
31.967712879180908,2.255,
31.979879140853882,2.314,
31.988508224487305,2.706,
31.996885299682617,2.882,
32.008753061294556,2.529,
32.017279863357544,2.255,
32.029003381729126,2.020,
32.03760600090027,2.235,
32.04878044128418,2.137,
32.05805444717407,1.902,
32.069915771484375,2.216,
32.078434228897095,2.765,
32.09017610549927,3.216,
32.09919023513794,2.765,
32.11121439933777,2.784,
32.119226694107056,2.627,
32.12674427032471,3.157,
32.14031457901001,2.412,
32.14833164215088,2.255,
32.160364389419556,1.824,
32.168609619140625,2.118,
32.18113327026367,1.980,
32.18881630897522,2.451,
32.19710564613342,2.392,
32.20929312705994,2.373,
32.21782398223877,2.196,
32.22950077056885,2.412,
32.237544775009155,2.275,
32.25045418739319,2.706,
32.25833439826965,2.373,
32.27091026306152,2.412,
32.27894330024719,1.843,
32.291020154953,2.275,
32.30006146430969,1.804,
32.312180042266846,2.176,
32.31987166404724,1.922,
32.32846283912659,2.824,
32.340861558914185,2.765,
32.34832978248596,2.922,
32.36139965057373,2.510,
32.369452476501465,2.647,
32.38103485107422,1.922,
32.38918685913086,2.471,
32.40221452713013,2.353,
32.40992760658264,2.686,
32.41796016693115,2.235,
32.429980993270874,2.608,
32.438518047332764,2.196,
32.45099639892578,2.647,
32.45961833000183,2.157,
32.47115087509155,2.510,
32.47988939285278,2.627,
32.491588830947876,2.667,
32.500245571136475,1.922,
32.50826621055603,2.627,
32.52080297470093,3.039,
32.528836488723755,3.039,
32.54075288772583,2.392,
32.549540996551514,2.725,
32.56180286407471,2.804,
32.57031488418579,2.980,
32.58191895484924,2.608,
32.59079957008362,2.392,
32.60315775871277,1.529,
32.61118841171265,1.843,
32.62328743934631,2.373,
32.631033182144165,3.137,
32.63939356803894,2.784,
32.651957273483276,2.059,
32.66046714782715,1.882,
32.672059059143066,2.255,
32.6805682182312,2.235,
32.69310402870178,2.686,
32.70111560821533,2.569,
32.70963716506958,2.353,
32.72177052497864,2.333,
32.72979116439819,2.510,
32.74181628227234,2.275,
32.750571966171265,2.314,
32.76293468475342,2.294,
32.77105355262756,2.647,
32.78292512893677,2.922,
32.79137849807739,3.137,
32.80347275733948,2.843,
32.81136417388916,3.000,
32.82361435890198,2.902,
32.83213782310486,3.157,
32.8406765460968,2.686,
32.85234832763672,2.608,
32.86036729812622,2.373,
32.872894048690796,1.588,
32.88161826133728,1.451,
32.892582178115845,1.784,
32.90138483047485,2.373,
32.91349697113037,2.569,
32.92218852043152,2.647,
32.93412375450134,2.843,
32.94267988204956,2.745,
32.95537233352661,2.745,
32.963393688201904,2.255,
32.970505714416504,2.471,
32.983556509017944,2.431,
32.99157404899597,2.098,
33.00411534309387,1.686,
33.01220774650574,2.000,
33.024951696395874,2.196,
33.03249430656433,2.784,
33.044835329055786,2.686,
33.05367088317871,2.451,
33.06169843673706,2.510,
33.07351016998291,3.059,
33.081871032714844,2.961,
33.09420466423035,2.863,
33.10286521911621,2.196,
33.11389136314392,2.529,
33.12342953681946,2.118,
33.13521695137024,2.490,
33.1433789730072,2.412,
33.155909299850464,2.392,
33.163859844207764,1.980,
33.175679206848145,2.373,
33.184699296951294,1.922,
33.192713022232056,2.118,
33.205260276794434,1.922,
33.212770223617554,2.490,
33.2245078086853,2.412,
33.233524322509766,2.647,
33.24606227874756,2.588,
33.25357270240784,2.922,
33.26561212539673,2.039,
33.27375793457031,2.020,
33.28703689575195,1.392,
33.29458451271057,2.392,
33.30784201622009,2.098,
33.315513372421265,2.922,
33.32406783103943,3.510,
